fiscal_year,title_std,agency_std,base_salary,headcount,regular_hours
2021,clerical associate,public administrator-new york,45160.0,3,1820.0
2021,clerical associate,taxi & limousine commission,46265.5,32,1820.0
2021,clerical associate,teachers retirement system,51017.5,14,1820.0
2021,clerk to the board,board of election,34777.0,88,1820.0
2021,climber & pruner,department of parks & recreation,69093.0,97,2080.0
2021,climber & pruner,department of transportation,69122.5,2,1808.0
2021,college accountant,community college (bronx),55566.0,3,1820.0
2021,college accountant,community college (hostos),63799.0,1,1820.0
2021,college accountant,community college (kingsboro),61430.5,2,1820.0
2021,college accountant,community college (laguardia),50373.0,2,1820.0
2021,college accountant,community college (manhattan),55566.0,1,1820.0
2021,college accountant,community college (queensboro),61530.0,2,1820.0
2021,college accounting assistant,community college (bronx),47435.5,2,1820.0
2021,college accounting assistant,community college (hostos),47435.5,2,1820.0
2021,college accounting assistant,community college (kingsboro),47428.0,2,1820.0
2021,college accounting assistant,community college (laguardia),50270.0,5,1820.0
2021,college accounting assistant,community college (manhattan),50270.0,7,1820.0
2021,college accounting assistant,community college (queensboro),53739.0,1,1820.0
2021,college accounting assistant,cuny central office,50270.0,1,1820.0
2021,college aide,nyc housing authority,32850.0,1,1680.0
2021,college graph designer,community college (bronx),64482.0,1,1820.0
2021,college graph designer,community college (laguardia),68259.0,1,1820.0
2021,college graph designer,community college (manhattan),52845.0,2,1820.0
2021,college graph designer,community college (queensboro),68820.0,1,1820.0
2021,college lab technician,community college (bronx),62095.5,8,1820.0
2021,college lab technician,community college (hostos),63801.0,3,1820.0
2021,college lab technician,community college (kingsboro),64654.5,6,1820.0
2021,college lab technician,community college (laguardia),65508.0,15,1820.0
2021,college lab technician,community college (manhattan),62095.0,11,1820.0
2021,college lab technician,community college (queensboro),59537.5,10,1820.0
2021,college print shop assistant,community college (bronx),39167.0,1,1820.0
2021,college print shop assistant,community college (hostos),39183.0,1,1820.0
2021,college print shop assistant,community college (kingsboro),39216.0,3,1820.0
2021,college print shop assistant,community college (manhattan),33571.0,2,1820.0
2021,college print shop assistant,community college (queensboro),39353.0,1,1820.0
2021,college print shop associate,community college (bronx),45644.5,2,1820.0
2021,college print shop associate,community college (kingsboro),51608.0,1,1820.0
2021,college print shop associate,community college (manhattan),40793.0,1,1820.0
2021,college print shop associate,community college (queensboro),51255.0,1,1820.0
2021,college print shop coordinator,community college (kingsboro),64417.0,1,1820.0
2021,college print shop coordinator,community college (laguardia),64351.0,1,1820.0
2021,college print shop coordinator,community college (manhattan),64351.0,1,1820.0
2021,college security director,community college (bronx),105000.0,1,1820.0
2021,college security director,community college (hostos),137913.0,1,1820.0
2021,college security director,community college (kingsboro),120000.0,1,1820.0
2021,college security director,community college (laguardia),110000.0,1,1820.0
2021,college security director,community college (manhattan),125292.0,1,1820.0
2021,college security director,community college (queensboro),147704.0,1,1820.0
2021,college security specialist,community college (bronx),63410.0,4,2080.0
2021,college security specialist,community college (hostos),63124.0,2,2080.0
2021,college security specialist,community college (kingsboro),63124.0,2,2080.0
2021,college security specialist,community college (laguardia),67228.0,3,2080.0
2021,college security specialist,community college (queensboro),63124.0,2,2080.0
2021,college security specialist,guttman community college,67514.0,1,2080.0
2021,commissary manager,department of correction,38452.0,3,1820.0
2021,commissioner,tax commission,193500.0,1,1820.0
2021,communication assistant,city council,78988.0,8,1820.0
2021,community assistant,admin trials and hearings,37398.0,16,1820.0
2021,community assistant,administration for children's services,37398.0,31,1820.0
2021,community assistant,borough president-bronx,41102.0,1,1820.0
2021,community assistant,borough president-brooklyn,40632.0,2,1820.0
2021,community assistant,borough president-queens,31883.0,1,1820.0
2021,community assistant,bronx district attorney,37398.0,96,1820.0
2021,community assistant,brooklyn community board #12,39153.0,1,1820.0
2021,community assistant,brooklyn community board #16,38534.0,1,1820.0
2021,community assistant,brooklyn community board #17,38802.0,2,1820.0
2021,community assistant,brooklyn community board #18,37442.0,1,1820.0
2021,community assistant,brooklyn community board #3,41879.0,1,1820.0
2021,community assistant,brooklyn community board #9,40000.0,1,1820.0
2021,community assistant,business integrity commission,41230.0,1,1820.0
2021,community assistant,city clerk,45159.0,1,2080.0
2021,community assistant,consumer affairs,41559.0,3,1820.0
2021,community assistant,department for the aging,40800.0,1,1820.0
2021,community assistant,department of buildings,41388.0,5,1820.0
2021,community assistant,department of correction,39794.0,2,2080.0
2021,community assistant,department of education,37412.0,121,1820.0
2021,community assistant,department of finance,37801.0,3,2080.0
2021,community assistant,department of health,42191.0,26,2080.0
2021,community assistant,department of homeless services,37398.0,122,1950.0
2021,community assistant,department of investigation,42191.0,1,1820.0
2021,community assistant,department of parks & recreation,39973.0,4,1820.0
2021,community assistant,department of probation,32520.0,6,2080.0
2021,community assistant,department of sanitation,37520.0,9,2080.0
2021,community assistant,department of transportation,37398.0,14,1820.0
2021,community assistant,dept of citywide admin svcs,37398.0,31,1820.0
2021,community assistant,dept of environment protection,41860.0,10,1820.0
2021,community assistant,dept of youth & comm dev srvs,41879.0,1,2080.0
2021,community assistant,district attorney kings county,37398.0,38,1820.0
2021,community assistant,district attorney qns county,37398.0,41,1820.0
2021,community assistant,district attorney richmond cou,45668.0,2,1820.0
2021,community assistant,district attorney-manhattan,41325.0,31,1820.0
2021,community assistant,district attorney-special narc,46611.0,3,1820.0
2021,community assistant,housing preservation & dvlpmnt,40291.0,18,1820.0
2021,community assistant,hra/dept of social services,37398.0,40,2080.0
2021,community assistant,human rights commission,38110.0,1,2080.0
2021,community assistant,manhattan community board #2,36837.0,1,1820.0
2021,community assistant,nyc employees retirement sys,39174.0,6,2080.0
2021,community assistant,nyc housing authority,37738.0,10,1820.0
2021,community assistant,off of payroll administration,38726.0,1,1820.0
2021,community assistant,office of labor relations,41138.0,5,1820.0
2021,community assistant,office of the comptroller,39480.0,2,1820.0
2021,community assistant,police department,41138.0,7,1820.0
2021,community assistant,public administrator-kings,36682.0,1,2080.0
2021,community assistant,queens community board #1,35928.0,2,1707.5
2021,community assistant,queens community board #12,39209.5,2,1820.0
2021,community assistant,queens community board #13,41200.0,1,1820.0
2021,community assistant,queens community board #2,37958.0,1,1820.0
2021,community assistant,queens community board #4,42191.0,1,1820.0
2021,community assistant,queens community board #8,39965.0,1,1820.0
2021,community assistant,queens community board #9,39544.0,1,1820.0
2021,community assistant,taxi & limousine commission,37398.0,6,2080.0
2021,community associate,admin trials and hearings,44083.0,33,1820.0
2021,community associate,administration for children's services,47641.5,54,1820.0
2021,community associate,borough president-bronx,52217.0,11,1820.0
2021,community associate,borough president-brooklyn,55147.0,7,1820.0
2021,community associate,borough president-queens,55620.0,13,1820.0
2021,community associate,borough president-staten is,53500.0,5,1820.0
2021,community associate,bronx community board #10,46449.0,1,1820.0
2021,community associate,bronx community board #4,61406.5,2,1820.0
2021,community associate,bronx community board #6,44647.0,1,1820.0
2021,community associate,bronx community board #7,44083.0,1,1820.0
2021,community associate,bronx community board #8,48500.0,1,1820.0
2021,community associate,bronx community board #9,50985.0,1,1820.0
2021,community associate,bronx district attorney,46192.0,145,1820.0
2021,community associate,brooklyn community board #1,44083.0,1,1820.0
2021,community associate,brooklyn community board #13,47610.0,1,1820.0
2021,community associate,brooklyn community board #15,51780.5,2,1820.0
2021,community associate,brooklyn community board #2,38333.0,1,1820.0
2021,community associate,brooklyn community board #5,49348.0,1,1820.0
2021,community associate,brooklyn community board #7,51436.0,1,1820.0
2021,community associate,business integrity commission,48653.0,18,1820.0
2021,community associate,city clerk,50706.0,3,1820.0
2021,community associate,civil service commission,44083.0,3,1820.0
2021,community associate,civilian complaint review bd,49183.0,2,1820.0
2021,community associate,conflicts of interest board,52881.5,4,1820.0
2021,community associate,consumer affairs,48428.0,53,1820.0
2021,community associate,cultural affairs,63700.0,3,1820.0
2021,community associate,department for the aging,50185.0,30,1820.0
2021,community associate,department of buildings,46201.0,13,1820.0
2021,community associate,department of business serv.,61002.0,9,1820.0
2021,community associate,department of city planning,55208.0,7,1820.0
2021,community associate,department of correction,44083.0,13,1820.0
2021,community associate,department of education,47193.0,1735,1820.0
2021,community associate,department of finance,48759.5,4,1820.0
2021,community associate,department of health,50000.0,43,1820.0
2021,community associate,department of homeless services,44083.0,96,1820.0
2021,community associate,department of investigation,51161.5,12,1820.0
2021,community associate,department of parks & recreation,52594.0,74,1820.0
2021,community associate,department of probation,44083.0,31,1820.0
2021,community associate,department of sanitation,44290.0,21,1820.0
2021,community associate,department of transportation,50104.0,24,1820.0
2021,community associate,dept of citywide admin svcs,52659.0,69,1820.0
2021,community associate,dept of environment protection,55551.0,37,1820.0
2021,community associate,dept of info tech & telecomm,50000.0,29,1820.0
2021,community associate,dept of records & info service,46583.0,2,1820.0
2021,community associate,dept of youth & comm dev srvs,52203.0,7,1820.0
2021,community associate,dept. of design & construction,48860.5,12,1820.0
2021,community associate,district attorney kings county,45263.0,161,1820.0
